Tweet,Message/tweets,positive,negative,polarity
727,DavidDobrik i owe 3k to my university and have 20 cents in my bank  im falling behind bc of what i owe since i cant enroll in more classes my dad doesnt have a job and my mom passed away so we dont have a steady income i dont have venmo cuz im from mexico  httpst.coGjkm8Bivwb,steady,falling,neutral
728, BrysonOMalley Da Crib University has some strict RAs,,strict,negative
729,FinMinNigeria Can you please help me with any IPPIS staff contact I am a university staff and have some issue regarding my enrollment. Thanks,,issue,negative
730, petefaeperth Response of my ThinkUHI CCI colleagues to this siituation has been amazing virtual music and drama performances art ex,amazing,,positive
731," SirJ4O Rindu aihhhhhh kat selebriti politik PH

1 KhalidSamad pi mana aaar
2 Mat Sabu tgh memasak ka
3 MahfuzOmar tgh buat PhD",,,neutral
732,DavidDobrik hi my parents run a resturaunt cleaning company and because of the virus theyre both completely out of a job. because my university kicked us off campus im also completely out of a job. meaning my family currently has no money coming in. anything would help  httpst.co2g39uhN53M,,virus,negative
733, thekbroskilla Massive longterm campaign to steal U.S. technology alleged as Chinese lieutenant Harvard University professor rese,,steal,negative
734, NSAGov Students at CarnegieMellon are doing great work collaborating with NSA on cybersecurity and have been for more than two decad,"great, work",,positive
735, BBCBreaking US now has more confirmed cases of coronavirus 82404 than China  Johns Hopkins University figures httpst.co8nSatw1,,,neutral
736, mikedeuce1 Howard University Administration Partial tuition and fees housing and meal plan reimbursement for Howard U students  S,,,neutral
737, DrLeeJones I have put in about 6070hrs over the past week handling the COVID19 crisis in my department. Today QMUL demanded to know,,crisis,negative
738,Today on Americas Work Force JosephMcCartin Professor of History and Executive Director of the Kalmanovitz Initiative for Labor and the Working Poor at Georgetown University spoke about the dignity of work during the pandemic. Check it out here httpst.coEhPvu8gBTs httpst.co9Gtgt6ocmi,"dignity, work",poor,positive
739, StevieBrexit Nazifa Zaman chair of the University of Warwick Labour Society celebrated Boris being tested positive for coronavirus,"celebrated, positive",,positive
740,Considering CLICKBANK UNIVERSITY Read this Review  httpst.coCay75ILW26   ClickbankUniversity OnlineMarketing httpst.coY5cjuJOZ6X,,,neutral
741, jalenmonrrow19 Blessed to receive an offer from Ohio University thanks for the opportunity  OhioFootball TREMAYNESCOTT BronchoFB,,,neutral
742,"EU ONLY Nike LeBron 17 BlackUniversity Red with 25 OFF via Nike EU
Use code EXTRA2020
FRhttpst.coAu0WD0jge5
UKhttpst.comKLwAkc4vm
DEhttpst.coj0DifC4UJ9
NLhttpst.coxLxjfGSSoQ
EShttpst.conQnyIlUWK0
IThttpst.co2II3U4r2S2
BEhttpst.coz7248Q3eBS httpst.cozzKgsQIi88",,,neutral
743, TWizzy23 Extremely thankful to receive a scholarship offer from East Central University httpst.co3oUTZRcl9O,thankful,,positive
744, emcat1 Well be sequencing the coronavirus outbreak in Scotland at the MRC University of Glasgow CVR alongside the NHS  the Universi,well,outbreak,neutral
745, payEssexFood We are the casual zerohours members of staff employed at EssexFood part of University of Essex Campus Services. We,,,neutral
746,Hey jags given that many of you are facing financial challenges directly related to COVID19 an emergency relief fund has been created. The university has begun to distribute these fund directly to students. Apply soon as funds are limited. httpst.coCK60JCfl0R httpst.colrHlLxp7Es,relief,emergency,neutral
747,httpst.copYsg6BD2Cu Establishment of the Osaka University Shimadzu,,,neutral
748,"Five jobs five tags
Incompetent greengrocer
Grumpy barman
Partiallyept magazine editor
Mostly furious press officer
Absolutely delightful university lecturer
SCyFlynn deanrogers25 brimur Ghostinthehost StuartMaddison httpst.coJ1EsJz1IIm",delightful,"furious, grumpy, incompetent",negative
749, johnfordaust Telstra .. when are you going to fix my NBN .. been on the phone for hours .. no reply .. yeah you have priorities .. wha,,,neutral
750, UMich With  the increased need and scarce supply of hand sanitizer in hospital environments UMichPharmacy purchased the raw ingredie,,scarce,negative
751, BrownUniversity In a video message President Christina H. Paxson encourages the Brown community to remain connected to the University,,,neutral
752, isaacthompson Offered by Michigan State University elitefootball SLUHfootball AllenTrieu KennyJordan5 httpst.coHMV3q7fUk1,,,neutral
753, FredWVTM13 Anniston police need your help finding a missing Alabama AampM University student. Police say Joani Love Bryant20 was last,love,,positive
754, GroupJacobi A great loss to the Chemistry community The 2012 Vilsmeier lecturer at the University of Regensburg httpst.coiMz8wkzo,great,loss,neutral
755, richones1 Is anyone surprised that a failed reality show star with a failed airline bankrupt casinos fraudulent university and scam,,"bankrupt, failed, fraudulent, scam",negative
756, thekbroskilla Massive longterm campaign to steal U.S. technology alleged as Chinese lieutenant Harvard University professor rese,,steal,negative
757,"UKLabour TheNastyParty 

PureEvil

There are some evil people in this world and here I give you one

disgusting 

PM got covid Happy Muslim womens day again httpst.co7mNeWBaFNq",happy,"disgusting, evil",negative
758, anthonyzenkus As a professional who has worked in the field of sexual violence most of my career and teaches about it at the universit,worked,,positive
759,12tonevideos 12 In my University the main focus is to make producers despite having curriculums that focus purely on music theory composition execution purely on industry concerts festivals art management and purely on production studio live postproduction...,,,neutral
760, JayPMartin After a great conversation with CoachJhill I am very proud to announce that I have received and offer from The Univers,"great, proud",,positive
761,Bloomberg Maryland give 4M to Hopkins for coronavirus treatment research httpst.covFRr1JSh2x,,,neutral
762,RIT student video game wins Best in Show at Boston Festival of Indie Games  RIT University News Services httpst.co14ZMpeBDlg,"best, wins",,positive
763,AssistantAssociate Professor of Veterinary Anatomy at University of Alaska  Fairbanks Alaska  United States httpst.cos77FQTqjCt httpst.coNHLmqrMFfO,,,neutral
764, skarlamangla this tool made by the University of Washington projects when the covid outbreak will peak in each state and how bad itll,,"bad, outbreak",negative
765, PKU1898 Beijing can get quite cold in winter sometimes reaching 15C or lower but snow is a rare treat for us here especially th,,cold,negative
766,Oh we got a location near the University Of Memphis now  httpst.coD6GW9LgGtu,,,neutral
767, richones1 Is anyone surprised that a failed reality show star with a failed airline bankrupt casinos fraudulent university and scam,,"bankrupt, failed, fraudulent, scam",negative
768, richones1 Is anyone surprised that a failed reality show star with a failed airline bankrupt casinos fraudulent university and scam,,"bankrupt, failed, fraudulent, scam",negative
769,"Me says someone is right sourcing my former university professor in Communications who has his MA amp Ph.D in English.

Twitter Youre not correct...you have a Ph.D in English

Me  Wait what I never meant never said I   

Way to go Serieve.  
Good job. ","good, right",,positive
770," httashy POOL PAY NA UPPER UNIVERSITY 
 
04MYsoulmate  

 a festa comea s 2130

 a hastag pra fotos  PutariaDaUpper

 pra",,,neutral
771, thekbroskilla Massive longterm campaign to steal U.S. technology alleged as Chinese lieutenant Harvard University professor rese,,steal,negative
772, gilmcgowan Shandros behaviour raises questions about his suitability as health minister during the COVID19 pandemic says political,,,neutral
773, thekbroskilla Massive longterm campaign to steal U.S. technology alleged as Chinese lieutenant Harvard University professor rese,,steal,negative
774, plat02 Blessed to Receive an offer from Old Dominion University GoMonarchs httpst.co9FMFq0Jn6G,,,neutral
775,Congratulations To Sophomore Guard Carter12Jc On His Commitment To Concordia University Charger Nation Is So Proud Of You Continue To Be Great On And Off The Court  httpst.coOEa2LH9vBa,"commitment, congratulations, great, proud",,positive
776,Congrats to St. Bernard ATH Larry Turner Gooden 2022 on receiving an offer from the University of Texas. Thank you Coach Ash BernardFootball  VikingMade,thank,,positive
777,"n0or1o      
    
said in Sultan Qaboos University

   
      ",,,neutral
778,PBA COVID19 Message 12 Friday March 27 2020 University closely monitoring  changes to Palm Beach County regulations. Details  httpst.covynqqbX9Fk httpst.coxkuog8CCav,,,neutral
779, sydneytalker We were later referred again from the Mainland Hospital to Lagos University Teaching Hospital LUTH for medical examina,,,neutral
780, BezinjoMohammad Dear ShafqatMahmood you are well aware about the fact that all private industries are closed economy is collapsing,well,,positive
781, DontaviusNash2 Thankful to receive an offer from my dream school The University of Florida HamiltonESPN CoachJMcKoy DonCallahanIC,thankful,,positive
782, richones1 Is anyone surprised that a failed reality show star with a failed airline bankrupt casinos fraudulent university and scam,,"bankrupt, failed, fraudulent, scam",negative
783,Liberty University Could Face Liability for Failure to Shut Down for Coronavirus httpst.coNXr3DkKM7t,liberty,"failure, liability",negative
784," MikeBloomberg The coronavirus is the greatest public health threat of our generation. 

Thats why BloombergDotOrg is working with G",greatest,threat,neutral
785, StBernardFB Congrats to St. Bernard ATH Larry Turner Gooden 2022 on receiving an offer from Texas AampM University. Thank you Coach Ru,thank,,positive
786,I dont know if yall have ever been to the University of Kentucky but theres dimes walking around everywhere. Hundred dollar bills everywhere. hottakeswithGarrett,,,neutral
787, thekbroskilla Massive longterm campaign to steal U.S. technology alleged as Chinese lieutenant Harvard University professor rese,,steal,negative
788, RyanGudaitis Grateful to have received my first offer from Illinois State University Thanks CoachCJIrvin RedbirdRecruits,grateful,,positive
789, JujaKE This is it this is the tweet. It was University Studentsnow its KENYANS. Mr President thank you very much. uhurumustgo ht,thank,,positive
790, McFaul Cmon. I worked for Obama for five years. He is one of the smartest people Ive met amp Ive worked most of my life at a university,"smartest, worked",,positive
791, jalenmonrrow19 Blessed to receive an offer from Ohio University thanks for the opportunity  OhioFootball TREMAYNESCOTT BronchoFB,,,neutral
792,"NEW An ASU professor said he tested positive for COVID19 after traveling to New York City for a school trip days after the university discouraged nonessential domestic travel because of the virus outbreak.
httpst.coeqEWKRsp4H",positive,virus,neutral
793, FredWVTM13 Anniston police need your help finding a missing Alabama AampM University student. Police say Joani Love Bryant20 was last,love,,positive
794," BlakeeeSmith AGTG Blessed to receive an offer to Texas Southern University dalblac99 
TheSauceU FollowtheDrip 
TSUnami21 https",,,neutral
795," LATiffani1 Joe Biden claims to be an Ivy League professor Ive spent a lot of time on campus

Next weeks episode Biden will claim",,,neutral
796, thekbroskilla Now back to the Lieber Unbeknownst to Harvard University beginning in 2011 Lieber became a Strategic Scientist at,,,neutral
